title;price;square_meters;price_per_m2;location;link;first_photo;processing_date;bathrooms;rooms
Casa En Venta - Monte Grande;260000.0;225;1155.5555555555557;Valentin Alsina Al 300, Monte Gran...;https://casa.mercadolibre.com.ar/MLA-1121765582-casa-en-venta-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_639616-MLA49001948438_022022-W.jpg;2023-10-19;2 baños;
Casa En Venta Barrio San Norberto Moderna Modular;109999.0;95;1157.8842105263159;Calle 9 S/n Barrio San Norberto 90...;https://casa.mercadolibre.com.ar/MLA-1514693302-casa-en-venta-barrio-san-norberto-moderna-modular-_JM#position=3&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_678864-MLA71806335320_092023-W.jpg;2023-10-19;1 baño;
Venta Casa ;139000.0;120;1158.3333333333333;Maipu 2250. Entre Emilio Laperrier...;https://casa.mercadolibre.com.ar/MLA-1368250394-venta-casa-_JM#position=25&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_925721-MLA54286420922_032023-W.jpg;2023-10-19;2 baños;
Duplex Venta En Monte Grande;95000.0;82;1158.5365853658536;Rivadavia 893, Monte Grande, Esteb...;https://departamento.mercadolibre.com.ar/MLA-1539399830-duplex-venta-en-monte-grande-_JM#position=46&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_864771-MLA71801648142_092023-W.jpg;2023-10-19;2 baños;
Duplex Venta En Monte Grande;95000.0;82;1158.5365853658536;Rivadavia 893, Monte Grande, Esteb...;https://departamento.mercadolibre.com.ar/MLA-1539551794-duplex-venta-en-monte-grande-_JM#position=47&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_864771-MLA71801648142_092023-W.jpg;2023-10-19;2 baños;
Departamento En Venta -zona Sur Monte Grande;73000.0;63;1158.7301587301588;Departamento En Venta - Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1459701028-departamento-en-venta-zona-sur-monte-grande-_JM#position=22&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_928609-MLA70689914296_072023-W.jpg;2023-10-19;1 baño;
Casa En Venta En Monte Grande;130000.0;112;1160.7142857142858;Av Luciano Valette Al 700, Monte G...;https://casa.mercadolibre.com.ar/MLA-1239581879-casa-en-venta-en-monte-grande-_JM#position=13&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_758758-MLA52408916960_112022-W.jpg;2023-10-19;1 baño;
Departamentos Del Pozo En Monte Grande;65000.0;56;1160.7142857142858;Gral. Lavalle 255 - Monte Grande, ...;https://departamento.mercadolibre.com.ar/MLA-1380234015-departamentos-del-pozo-en-monte-grande-_JM#position=32&search_layout=grid&type=item&tracking_id=c19c581b-ce30-49e4-9743-1e52fce2b08f;https://http2.mlstatic.com/D_NQ_NP_608132-MLA70742963535_072023-W.jpg;2023-10-19;1 baño;1 amb.
Departamento 3 Ambientes En Venta En Monte Grande ;100000.0;86;1162.7906976744187;San Martín 300, Monte Grande, Este...;https://departamento.mercadolibre.com.ar/MLA-1511787608-departamento-3-ambientes-en-venta-en-monte-grande-_JM#position=14&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_723622-MLA71750537416_092023-W.jpg;2023-10-19;2 baños;
Departamento En Venta En Monte Grande;105000.0;90;1166.6666666666667;Arana Al 100, Monte Grande, Esteba...;https://departamento.mercadolibre.com.ar/MLA-1146495583-departamento-en-venta-en-monte-grande-_JM#position=24&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_991043-MLA50685516663_072022-W.jpg;2023-10-19;1 baño;
Excelente Casa De 4 Ambientes.;315000.0;270;1166.6666666666667;Independencia, Monte Grande, G.b.a...;https://inmueble.mercadolibre.com.ar/MLA-1307090420-excelente-casa-de-4-ambientes-_JM#position=40&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_802952-MLA53285769683_012023-W.jpg;2023-10-19;;
Casa - Monte Grande;175000.0;150;1166.6666666666667;Fernando De Toro Al 200, Monte Gra...;https://casa.mercadolibre.com.ar/MLA-1332134674-casa-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_948033-MLA53585020722_022023-W.jpg;2023-10-19;2 baños;
Hermoso Departamento 2 Ambientes En Increible Oportunidad;49000.0;42;1166.6666666666667;Intendente Italiani 340, Monte Gra...;https://departamento.mercadolibre.com.ar/MLA-1128722224-hermoso-departamento-2-ambientes-en-increible-oportunidad-_JM#position=16&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_812026-MLA49433786187_032022-W.jpg;2023-10-19;1 baño;
Venta Departamento Monte Grande;70000.0;60;1166.6666666666667;General Lavalle 43, Monte Grande, ...;https://departamento.mercadolibre.com.ar/MLA-1391324731-venta-departamento-monte-grande-_JM#position=6&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_695971-MLA51571678296_092022-W.jpg;2023-10-19;1 baño;
Departamento 2 Dormitorios Céntrico!;79500.0;68;1169.1176470588234;Alem  280, Monte Grande, Esteban E...;https://departamento.mercadolibre.com.ar/MLA-1141237459-departamento-2-dormitorios-centrico-_JM#position=36&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_748254-MLA50220757716_062022-W.jpg;2023-10-19;1 baño;
Departamento En  Venta;79500.0;68;1169.1176470588234;Leandro N Alem  Al 200, Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1535323796-departamento-en-venta-_JM#position=18&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_855522-MLA72158553906_102023-W.jpg;2023-10-19;1 baño;
Casa Venta Monte Grande;240000.0;205;1170.7317073170732;Valentin Alsina 300, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1391173281-casa-venta-monte-grande-_JM#position=41&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_783882-MLA72024044284_102023-W.jpg;2023-10-19;3 baños;
Casa En Venta En Monte Grande;270000.0;230;1173.9130434782608;Ing. Queirel 474. Entre 25 De Mayo...;https://casa.mercadolibre.com.ar/MLA-1520522980-casa-en-venta-en-monte-grande-_JM#position=41&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_756716-MLA71920207540_092023-W.jpg;2023-10-19;3 baños;
Venta De Complejo En Zona Monte Grande;390000.0;332;1174.698795180723;Italia 1300, Monte Grande, Esteban...;https://inmueble.mercadolibre.com.ar/MLA-1109982692-venta-de-complejo-en-zona-monte-grande-_JM#position=36&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_689662-MLA48038999202_102021-W.jpg;2023-10-19;;
Casa Quinta Historica En Venta;470000.0;400;1175.0;Lacarmon 1400, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1392618463-casa-quinta-historica-en-venta-_JM#position=31&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_785630-MLA72320073465_102023-W.jpg;2023-10-19;3 baños;
Departamento Monoambiente - Monte Grande;33000.0;28;1178.5714285714287;Intendente Italiani 650, Monte Gra...;https://departamento.mercadolibre.com.ar/MLA-1382010903-departamento-monoambiente-monte-grande-_JM#position=44&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_645478-MLA69944669177_062023-W.jpg;2023-10-19;1 baño;1 amb.
Departamentos 1 Y 2 Ambientes En Venta De Pozo - Proyecto Eucalyptus - Oportunidad !!!!;52000.0;44;1181.8181818181818;General Lavalle 935, Monte Grande,...;https://departamento.mercadolibre.com.ar/MLA-1330212508-departamentos-1-y-2-ambientes-en-venta-de-pozo-proyecto-eucalyptus-oportunidad--_JM#position=18&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_781820-MLA53565050573_022023-W.jpg;2023-10-19;1 baño;
Venta - Depto 2 Ambientes En Monte Grande;65000.0;55;1181.8181818181818;Máximo Paz 217, Monte Grande, Prov...;https://departamento.mercadolibre.com.ar/MLA-1414353986-venta-depto-2-ambientes-en-monte-grande-_JM#position=30&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_869379-MLA69360005408_052023-W.jpg;2023-10-19;1 baño;
Duplex En Venta!! Alvear 998;65000.0;55;1181.8181818181818;Alvear  998, Monte Grande, Esteban...;https://inmueble.mercadolibre.com.ar/MLA-802468207-duplex-en-venta-alvear-998-_JM#position=14&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_671061-MLA31524837501_072019-W.jpg;2023-10-19;;
Departamento A Metros De La Estación De Monte Grande;65000.0;55;1181.8181818181818;Benavídez 156, Monte Grande, Provi...;https://departamento.mercadolibre.com.ar/MLA-1447410770-departamento-a-metros-de-la-estacion-de-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_824418-MLA70439168095_072023-W.jpg;2023-10-19;1 baño;
Edificio En Block  En Venta Ubicado En Monte Grande, Esteban Echeverría, G.b.a. Zona Sur;650000.0;550;1181.8181818181818;Alem 1900, Monte Grande, Esteban E...;https://inmueble.mercadolibre.com.ar/MLA-1281647867-edificio-en-block-en-venta-ubicado-en-monte-grande-esteban-echeverria-gba-zona-sur-_JM#position=1&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_683679-MLA52892154312_122022-W.jpg;2023-10-19;;
Casa En Monte Grande A Pocas Cuadras De La Estacion;130000.0;110;1181.8181818181818;Independencia 302, Monte Grande, P...;https://casa.mercadolibre.com.ar/MLA-1375243395-casa-en-monte-grande-a-pocas-cuadras-de-la-estacion-_JM#position=8&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_686137-MLA70235096403_062023-W.jpg;2023-10-19;1 baño;
Hermoso Departamento Monoambiente En El Centro De Monte Grande;52000.0;44;1181.8181818181818;Aid, General Mitre 170, Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1440260524-hermoso-departamento-monoambiente-en-el-centro-de-monte-grande-_JM#position=35&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_880586-MLA70199038894_062023-W.jpg;2023-10-19;1 baño;1 amb.
Venta - Departamento Monoambiente Con Parrilla - A Estrenar - Monte Grande;45000.0;38;1184.2105263157894;San Martín 372, Monte Grande, Prov...;https://departamento.mercadolibre.com.ar/MLA-1360810886-venta-departamento-monoambiente-con-parrilla-a-estrenar-monte-grande-_JM#position=17&search_layout=grid&type=item&tracking_id=5a04b11b-320f-4e9d-a533-bc33b993a718;https://http2.mlstatic.com/D_NQ_NP_924524-MLA54078614972_022023-W.jpg;2023-10-19;1 baño;1 amb.
Departamentos 1 Y 2 Ambientes En Venta De Pozo - Proyecto Eucalyptus - Oportunidad !!!;32000.0;27;1185.1851851851852;General Lavalle 935, Monte Grande,...;https://departamento.mercadolibre.com.ar/MLA-1330625187-departamentos-1-y-2-ambientes-en-venta-de-pozo-proyecto-eucalyptus-oportunidad--_JM#position=32&search_layout=grid&type=item&tracking_id=1b7cae5f-7c17-480f-87a7-64768d8c46d8;https://http2.mlstatic.com/D_NQ_NP_891160-MLA53565105103_022023-W.jpg;2023-10-19;1 baño;1 amb.
Venta De Hermosa Propiedad En Monte Grande;115000.0;97;1185.5670103092784;Jorge Miles 699, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1147883046-venta-de-hermosa-propiedad-en-monte-grande-_JM#position=42&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_918442-MLA50830699907_072022-W.jpg;2023-10-19;1 baño;
Excelente Propiedad Con Amplio Terreno En Monte Grande!;95000.0;80;1187.5;Juan M. Castro Chaves 845, Monte G...;https://casa.mercadolibre.com.ar/MLA-1213326065-excelente-propiedad-con-amplio-terreno-en-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=d5b652b9-eb6a-4d2f-9f81-9a57c30c4978;https://http2.mlstatic.com/D_NQ_NP_814603-MLA52127238292_102022-W.jpg;2023-10-19;1 baño;
Casa En Venta De 2 Dormitorios C/ Cochera En Monte Grande;57000.0;48;1187.5;Tandil 620, Monte Grande, Esteban ...;https://casa.mercadolibre.com.ar/MLA-1531632940-casa-en-venta-de-2-dormitorios-c-cochera-en-monte-grande-_JM#position=27&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_754459-MLA44613438139_012021-W.jpg;2023-10-19;1 baño;
Dúplex Con Local En Venta;63000.0;53;1188.6792452830189;Isla Laurie 396, Monte Grande, Pro...;https://departamento.mercadolibre.com.ar/MLA-1362559494-duplex-con-local-en-venta-_JM#position=6&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_996253-MLA54152980753_032023-W.jpg;2023-10-19;2 baños;
Venta Chalet De Categoria 4 Ambientes C/ Quincho, Parque Par;185000.0;155;1193.5483870967741;Guemes 444, Monte Grande, Esteban ...;https://casa.mercadolibre.com.ar/MLA-1392454467-venta-chalet-de-categoria-4-ambientes-c-quincho-parque-par-_JM#position=1&search_layout=grid&type=item&tracking_id=9b10ef2e-2220-4118-91bb-f1fa61d08d10;https://http2.mlstatic.com/D_NQ_NP_750818-MLA69437904708_052023-W.jpg;2023-10-19;2 baños;
Amplia Casa S/lote De 10x40 Con Gran Espacio Libre;115000.0;96;1197.9166666666667;25 De Mayo 837 | Amplia Casa S/lot...;https://casa.mercadolibre.com.ar/MLA-1167770974-amplia-casa-slote-de-10x40-con-gran-espacio-libre-_JM#position=3&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_687747-MLA51527997185_092022-W.jpg;2023-10-19;1 baño;
Chalet De 2 Pisos, 3 Habitaciones, 3 Baños, Cocina Comedor Living, Pileta, Cochera, 2 Balcones, Altillo, 2 Patios.;199000.0;166;1198.7951807228915;Pedro Reta 1371, Monte Grande, Pro...;https://casa.mercadolibre.com.ar/MLA-1514776150-chalet-de-2-pisos-3-habitaciones-3-banos-cocina-comedor-living-pileta-cochera-2-balcones-altillo-2-patios-_JM#position=12&search_layout=grid&type=item&tracking_id=9b10ef2e-2220-4118-91bb-f1fa61d08d10;https://http2.mlstatic.com/D_NQ_NP_784805-MLA70558949273_072023-W.jpg;2023-10-19;3 baños;
Casa En Venta En Monte Grande;90000.0;75;1200.0;Mariano Moreno Al 400, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1386751119-casa-en-venta-en-monte-grande-_JM#position=44&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_883287-MLA71542905725_092023-W.jpg;2023-10-19;1 baño;
Excelente Propiedad Ideal Inversores!!! Dr. Rotta 243, Monte Grande..;300000.0;250;1200.0;Dr. Rotta Al 243, Monte Grande., M...;https://casa.mercadolibre.com.ar/MLA-1432739970-excelente-propiedad-ideal-inversores-dr-rotta-243-monte-grande-_JM#position=4&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_853667-MLA69950655437_062023-W.jpg;2023-10-19;3 baños;
Casa En Venta - Monte Grande;120000.0;100;1200.0;Mariano Alegre Al 100, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1120270158-casa-en-venta-monte-grande-_JM#position=9&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_946431-MLA48983389656_012022-W.jpg;2023-10-19;1 baño;
Linda Propiedad Sobre Imponente Lote En Zona Ideal;180000.0;150;1200.0;General Paz 363, Monte Grande, Pro...;https://casa.mercadolibre.com.ar/MLA-1319262280-linda-propiedad-sobre-imponente-lote-en-zona-ideal-_JM#position=26&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_943104-MLA53442427587_012023-W.jpg;2023-10-19;1 baño;
Casa De 5 Amb Apto Crédito;180000.0;150;1200.0;Rivadavía 50, Monte Grande, G.b.a....;https://casa.mercadolibre.com.ar/MLA-1307619832-casa-de-5-amb-apto-credito-_JM#position=21&search_layout=grid&type=item&tracking_id=1b7cae5f-7c17-480f-87a7-64768d8c46d8;https://http2.mlstatic.com/D_NQ_NP_980550-MLA53285853070_012023-W.jpg;2023-10-19;;
Ideal Inversores Lote De 600!!! Inmejorable Ubicacion!!!;180000.0;150;1200.0;Gral. Jose Maria Paz 363 - Monte G...;https://casa.mercadolibre.com.ar/MLA-1380221497-ideal-inversores-lote-de-600-inmejorable-ubicacion-_JM#position=41&search_layout=grid&type=item&tracking_id=0b1a4564-303e-41ca-9930-cec9d9c58c72;https://http2.mlstatic.com/D_NQ_NP_620175-MLA70742978831_072023-W.jpg;2023-10-19;1 baño;
Departamento En Venta - 2 Dormitorios 2 Baños - Cochera - 85mts2 - Monte Grande;84000.0;70;1200.0;E. Pérez Iglesias E/ Mariano Alegr...;https://departamento.mercadolibre.com.ar/MLA-1385858713-departamento-en-venta-2-dormitorios-2-banos-cochera-85mts2-monte-grande-_JM#position=44&search_layout=grid&type=item&tracking_id=c19c581b-ce30-49e4-9743-1e52fce2b08f;https://http2.mlstatic.com/D_NQ_NP_999030-MLA71393056106_082023-W.jpg;2023-10-19;1 baño;
Venta- Depto 3 Ambientes En Edificio Las Cortaderas;120000.0;100;1200.0;Duclout 620, Monte Grande, Esteban...;https://departamento.mercadolibre.com.ar/MLA-1521776316-venta-depto-3-ambientes-en-edificio-las-cortaderas-_JM#position=26&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_712232-MLA53464213254_012023-W.jpg;2023-10-19;2 baños;
Venta- Casa De Mas De 7 Ambientes En Monte Grande!;300000.0;250;1200.0;Pasaje Schenzer 507, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1390359873-venta-casa-de-mas-de-7-ambientes-en-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=c112ea19-8061-4548-be78-cfd9dfc8ba6b;https://http2.mlstatic.com/D_NQ_NP_994575-MLA45075300169_032021-W.jpg;2023-10-19;4 baños;
Venta Casa Monte Grande;120000.0;100;1200.0;Nuestras Malvinas 189, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1373489851-venta-casa-monte-grande-_JM#position=33&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_660375-MLA69961598268_062023-W.jpg;2023-10-19;1 baño;
Venta De Departamento Monoambiente En Monte Grande Centro;38500.0;32;1203.125;Boulevard Buenos Aires 267, Monte ...;https://departamento.mercadolibre.com.ar/MLA-1360027704-venta-de-departamento-monoambiente-en-monte-grande-centro-_JM#position=40&search_layout=grid&type=item&tracking_id=c112ea19-8061-4548-be78-cfd9dfc8ba6b;https://http2.mlstatic.com/D_NQ_NP_717893-MLA54062230215_022023-W.jpg;2023-10-19;1 baño;1 amb.
Venta De Casa En Santa Ins-canning;199000.0;165;1206.060606060606;Juana De Arco 7100, Monte Grande, ...;https://casa.mercadolibre.com.ar/MLA-1478691604-venta-de-casa-en-santa-ins-canning-_JM#position=33&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_930016-MLA71187328516_082023-W.jpg;2023-10-19;3 baños;
 Casa Gran Terreno. Permuta- Nuevo Valor.;175000.0;145;1206.896551724138;Almirante Guillermo Brown 300, Mon...;https://casa.mercadolibre.com.ar/MLA-1480309704-casa-gran-terreno-permuta-nuevo-valor-_JM#position=13&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_841614-MLA71264076765_082023-W.jpg;2023-10-19;2 baños;
Casa En Venta - Monte Grande;145000.0;120;1208.3333333333333;Edison 35, Monte Grande, Esteban E...;https://casa.mercadolibre.com.ar/MLA-1120263458-casa-en-venta-monte-grande-_JM#position=40&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_931878-MLA48895318267_012022-W.jpg;2023-10-19;1 baño;
